DATATYPE,DATATYPESUBCATEGORY,PURPOSE,PURPOSESUBCATEGORY,AMAZON2019,APPLE2019,FACEBOOK2019,GOOGLE2019,COMPANIES,GOOGLE2010,IN_NODES,IN_NODES,USERCONTROLFACEBOOK
CONTACTS' INFORMATION,PERSONAL DATA,PROVIDE SERVICES,OPERATIONS,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,34,24,No
CAMERA INFORMATION,DEVICE INFO,PROVIDE SERVICES,OPERATIONS,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,33,24,No
CALL/MESSAGE METADATA,BEHAVIOR ON DEVICE,PROVIDE SERVICES,OPERATIONS,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,32,24,
BIOMETRICS,PERSONAL DATA,PROVIDE SERVICES,OPERATIONS,,APPLE,FACEBOOK,GOOGLE,"APPLE,FACEBOOK,GOOGLE",GOOGLE,31,24,No
BEHAVIOR ON DEVICES,BEHAVIOR ON DEVICE,PROVIDE SERVICES,OPERATIONS,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,30,24,No
APP INFORMATION,BEHAVIOR ON DEVICE,PROVIDE SERVICES,OPERATIONS,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,29,24,No
ACCOUNT INFORMATION,PERSONAL DATA,PROVIDE SERVICES,OPERATIONS,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,28,24,No
USER'S CONTACT INFORMATION,PERSONAL DATA,RESEARCH AND DEVELOPMENT,RESEARCH AND DEVELOPMENT,,APPLE,,GOOGLE,"APPLE,GOOGLE",GOOGLE,68,25,
SOCIAL SECURITY NUMBER,PERSONAL DATA,RESEARCH AND DEVELOPMENT,RESEARCH AND DEVELOPMENT,,,,GOOGLE,GOOGLE,,67,25,
SERVICE PROVIDER INFORMATION,DEVICE SIGNALS,RESEARCH AND DEVELOPMENT,RESEARCH AND DEVELOPMENT,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,66,25,No
SEARCHES,NON-PERSONAL DATA,RESEARCH AND DEVELOPMENT,RESEARCH AND DEVELOPMENT,,APPLE,FACEBOOK,GOOGLE,"APPLE,FACEBOOK,GOOGLE",GOOGLE,65,25,No
PURCHASE HISTORY,NON-PERSONAL DATA,RESEARCH AND DEVELOPMENT,RESEARCH AND DEVELOPMENT,,APPLE,,GOOGLE,"APPLE,GOOGLE",GOOGLE,64,25,
PUBLIC DATA,NON-PERSONAL DATA,RESEARCH AND DEVELOPMENT,RESEARCH AND DEVELOPMENT,,APPLE,,GOOGLE,"APPLE,GOOGLE",GOOGLE,63,25,
AD INTERACTIONS,PRODUCT USE,RESEARCH AND DEVELOPMENT,RESEARCH AND DEVELOPMENT,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,62,25,No
CONTENT CREATED/UPLOADED,PRODUCT USE,RESEARCH AND DEVELOPMENT,RESEARCH AND DEVELOPMENT,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,61,25,No
ACTIVE STATUS,PRODUCT USE,RESEARCH AND DEVELOPMENT,RESEARCH AND DEVELOPMENT,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,60,25,No
FEATURES USE,PRODUCT USE,RESEARCH AND DEVELOPMENT,RESEARCH AND DEVELOPMENT,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,59,25,No
USE OF OTHER PLATFORMS,PRODUCT USE,RESEARCH AND DEVELOPMENT,RESEARCH AND DEVELOPMENT,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,58,25,No
PRODUCT USE,PRODUCT USE,RESEARCH AND DEVELOPMENT,RESEARCH AND DEVELOPMENT,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,57,25,No
CUSTOMER SERVICE COMMUNICATIONS,PRODUCT USE,RESEARCH AND DEVELOPMENT,RESEARCH AND DEVELOPMENT,,,FACEBOOK,GOOGLE,"FACEBOOK,GOOGLE",GOOGLE,56,25,No
PHOTOS,PERSONAL DATA,RESEARCH AND DEVELOPMENT,RESEARCH AND DEVELOPMENT,,APPLE,,GOOGLE,"APPLE,GOOGLE",GOOGLE,55,25,
PHOTOGRAPH FROM PROFILE,PERSONAL DATA,RESEARCH AND DEVELOPMENT,RESEARCH AND DEVELOPMENT,,APPLE,,GOOGLE,"APPLE,GOOGLE",GOOGLE,54,25,
PAYMENT CARD INFORMATION,PERSONAL DATA,RESEARCH AND DEVELOPMENT,RESEARCH AND DEVELOPMENT,,APPLE,,GOOGLE,"APPLE,GOOGLE",GOOGLE,53,25,
NON-PERSONAL DATA,NON-PERSONAL DATA,RESEARCH AND DEVELOPMENT,RESEARCH AND DEVELOPMENT,,,FACEBOOK,GOOGLE,"FACEBOOK,GOOGLE",GOOGLE,52,25,No
NETWORK INFORMATION,DEVICE INFO,RESEARCH AND DEVELOPMENT,RESEARCH AND DEVELOPMENT,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,51,25,No
NEARBY LOCATIONS AND PEOPLE,LOCATION FROM DEVICE,RESEARCH AND DEVELOPMENT,RESEARCH AND DEVELOPMENT,,APPLE,FACEBOOK,GOOGLE,"APPLE,FACEBOOK,GOOGLE",GOOGLE,50,25,No
NAME,PERSONAL DATA,RESEARCH AND DEVELOPMENT,RESEARCH AND DEVELOPMENT,,APPLE,FACEBOOK,GOOGLE,"APPLE,FACEBOOK,GOOGLE",GOOGLE,49,25,No
LOGIN INFORMATION,PERSONAL DATA,RESEARCH AND DEVELOPMENT,RESEARCH AND DEVELOPMENT,,APPLE,FACEBOOK,GOOGLE,"APPLE,FACEBOOK,GOOGLE",GOOGLE,48,25,No
LOCATION HISTORY,LOCATION FROM DEVICE,RESEARCH AND DEVELOPMENT,RESEARCH AND DEVELOPMENT,,,FACEBOOK,GOOGLE,"FACEBOOK,GOOGLE",GOOGLE,47,25,No
IP ADDRESS,DEVICE INFO,RESEARCH AND DEVELOPMENT,RESEARCH AND DEVELOPMENT,,APPLE,FACEBOOK,GOOGLE,"APPLE,FACEBOOK,GOOGLE",GOOGLE,46,25,No
FILE INFORMATION,DEVICE INFO,RESEARCH AND DEVELOPMENT,RESEARCH AND DEVELOPMENT,,APPLE,,GOOGLE,"APPLE,GOOGLE",GOOGLE,45,25,
FAMILY MEMBERS' INFORMATION,PERSONAL DATA,RESEARCH AND DEVELOPMENT,RESEARCH AND DEVELOPMENT,,APPLE,,GOOGLE,"APPLE,GOOGLE",GOOGLE,44,25,
DRIVER'S LICENSE NUMBER,PERSONAL DATA,RESEARCH AND DEVELOPMENT,RESEARCH AND DEVELOPMENT,,APPLE,,GOOGLE,"APPLE,GOOGLE",,43,25,
DEVICE SIGNALS,DEVICE SIGNALS,RESEARCH AND DEVELOPMENT,RESEARCH AND DEVELOPMENT,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,42,25,No
DEVICE SETTINGS,DEVICE INFO,RESEARCH AND DEVELOPMENT,RESEARCH AND DEVELOPMENT,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,41,25,No
DEVICE INFORMATION,DEVICE INFO,RESEARCH AND DEVELOPMENT,RESEARCH AND DEVELOPMENT,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,40,25,No
DEVICE IDENTIFIERS,DEVICE INFO,RESEARCH AND DEVELOPMENT,RESEARCH AND DEVELOPMENT,AMAZON,APPLE,,GOOGLE,"AMAZON,APPLE,GOOGLE",GOOGLE,39,25,
DEMOGRAPHICS,NON-PERSONAL DATA,RESEARCH AND DEVELOPMENT,RESEARCH AND DEVELOPMENT,,APPLE,,GOOGLE,"APPLE,GOOGLE",GOOGLE,38,25,
DATE OF BIRTH,PERSONAL DATA,RESEARCH AND DEVELOPMENT,RESEARCH AND DEVELOPMENT,,APPLE,,GOOGLE,"APPLE,GOOGLE",GOOGLE,37,25,
CURRENT LOCATION,LOCATION FROM DEVICE,RESEARCH AND DEVELOPMENT,RESEARCH AND DEVELOPMENT,,APPLE,,GOOGLE,"APPLE,GOOGLE",GOOGLE,36,25,
CREDIT HISTORY,PERSONAL DATA,RESEARCH AND DEVELOPMENT,RESEARCH AND DEVELOPMENT,,,,GOOGLE,GOOGLE,,35,25,
CONTACTS' INFORMATION,PERSONAL DATA,RESEARCH AND DEVELOPMENT,RESEARCH AND DEVELOPMENT,,APPLE,FACEBOOK,GOOGLE,"APPLE,FACEBOOK,GOOGLE",GOOGLE,34,25,No
CAMERA INFORMATION,DEVICE INFO,RESEARCH AND DEVELOPMENT,RESEARCH AND DEVELOPMENT,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,33,25,No
CALL/MESSAGE METADATA,BEHAVIOR ON DEVICE,RESEARCH AND DEVELOPMENT,RESEARCH AND DEVELOPMENT,,APPLE,FACEBOOK,GOOGLE,"APPLE,FACEBOOK,GOOGLE",GOOGLE,32,25,
BEHAVIOR ON DEVICES,BEHAVIOR ON DEVICE,RESEARCH AND DEVELOPMENT,RESEARCH AND DEVELOPMENT,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,30,25,No
APP INFORMATION,BEHAVIOR ON DEVICE,RESEARCH AND DEVELOPMENT,RESEARCH AND DEVELOPMENT,,APPLE,FACEBOOK,GOOGLE,"APPLE,FACEBOOK,GOOGLE",GOOGLE,29,25,No
ACCOUNT INFORMATION,PERSONAL DATA,RESEARCH AND DEVELOPMENT,RESEARCH AND DEVELOPMENT,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,28,25,No
USER'S CONTACT INFORMATION,PERSONAL DATA,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,68,26,No
SOCIAL SECURITY NUMBER,PERSONAL DATA,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,AMAZON,APPLE,,GOOGLE,"AMAZON,APPLE,GOOGLE",,67,26,
SERVICE PROVIDER INFORMATION,DEVICE SIGNALS,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,66,26,No
SEARCHES,NON-PERSONAL DATA,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,65,26,No
PURCHASE HISTORY,NON-PERSONAL DATA,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,64,26,No
PUBLIC DATA,NON-PERSONAL DATA,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,63,26,No
AD INTERACTIONS,PRODUCT USE,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,62,26,No
CONTENT CREATED/UPLOADED,PRODUCT USE,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,61,26,No
ACTIVE STATUS,PRODUCT USE,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,60,26,No
FEATURES USE,PRODUCT USE,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,59,26,No
USE OF OTHER PLATFORMS,PRODUCT USE,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,58,26,No
PRODUCT USE,PRODUCT USE,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,57,26,No
CUSTOMER SERVICE COMMUNICATIONS,PRODUCT USE,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,56,26,No
PHOTOS,PERSONAL DATA,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,,APPLE,FACEBOOK,GOOGLE,"APPLE,FACEBOOK,GOOGLE",GOOGLE,55,26,No
PHOTOGRAPH FROM PROFILE,PERSONAL DATA,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,54,26,No
PAYMENT CARD INFORMATION,PERSONAL DATA,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,53,26,Yes
NON-PERSONAL DATA,NON-PERSONAL DATA,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,52,26,No
NETWORK INFORMATION,DEVICE INFO,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,51,26,No
NEARBY LOCATIONS AND PEOPLE,LOCATION FROM DEVICE,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,,APPLE,FACEBOOK,GOOGLE,"APPLE,FACEBOOK,GOOGLE",GOOGLE,50,26,No
NAME,PERSONAL DATA,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,49,26,No
LOGIN INFORMATION,PERSONAL DATA,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,48,26,Yes
LOCATION HISTORY,LOCATION FROM DEVICE,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,47,26,No
IP ADDRESS,DEVICE INFO,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,46,26,No
FILE INFORMATION,DEVICE INFO,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,,,FACEBOOK,GOOGLE,"FACEBOOK,GOOGLE",GOOGLE,45,26,No
FAMILY MEMBERS' INFORMATION,PERSONAL DATA,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,,APPLE,,GOOGLE,"APPLE,GOOGLE",GOOGLE,44,26,
DRIVER'S LICENSE NUMBER,PERSONAL DATA,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,AMAZON,APPLE,,GOOGLE,"AMAZON,APPLE,GOOGLE",,43,26,
DEVICE SIGNALS,DEVICE SIGNALS,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,42,26,No
DEVICE SETTINGS,DEVICE INFO,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,41,26,No
DEVICE INFORMATION,DEVICE INFO,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,40,26,No
DEVICE IDENTIFIERS,DEVICE INFO,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,39,26,No
DEMOGRAPHICS,NON-PERSONAL DATA,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,,APPLE,FACEBOOK,GOOGLE,"APPLE,FACEBOOK,GOOGLE",GOOGLE,38,26,No
DATE OF BIRTH,PERSONAL DATA,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,37,26,No
CURRENT LOCATION,LOCATION FROM DEVICE,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,36,26,No
CREDIT HISTORY,PERSONAL DATA,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,AMAZON,APPLE,,GOOGLE,"AMAZON,APPLE,GOOGLE",,35,26,
CONTACTS' INFORMATION,PERSONAL DATA,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,,APPLE,FACEBOOK,GOOGLE,"APPLE,FACEBOOK,GOOGLE",GOOGLE,34,26,No
CAMERA INFORMATION,DEVICE INFO,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,33,26,No
CALL/MESSAGE METADATA,BEHAVIOR ON DEVICE,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,32,26,
BEHAVIOR ON DEVICES,BEHAVIOR ON DEVICE,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,30,26,No
APP INFORMATION,BEHAVIOR ON DEVICE,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,29,26,No
ACCOUNT INFORMATION,PERSONAL DATA,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,28,26,No
USER'S CONTACT INFORMATION,PERSONAL DATA,THIRD PARTY,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,68,27,No
SOCIAL SECURITY NUMBER,PERSONAL DATA,THIRD PARTY,THIRD PARTY,,APPLE,,GOOGLE,"APPLE,GOOGLE",,67,27,
SERVICE PROVIDER INFORMATION,DEVICE SIGNALS,THIRD PARTY,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,66,27,No
SEARCHES,NON-PERSONAL DATA,THIRD PARTY,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,65,27,No
PURCHASE HISTORY,NON-PERSONAL DATA,THIRD PARTY,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,64,27,No
PUBLIC DATA,NON-PERSONAL DATA,THIRD PARTY,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,63,27,No
AD INTERACTIONS,PRODUCT USE,THIRD PARTY,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,62,27,No
CONTENT CREATED/UPLOADED,PRODUCT USE,THIRD PARTY,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,61,27,No
ACTIVE STATUS,PRODUCT USE,THIRD PARTY,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,60,27,No
FEATURES USE,PRODUCT USE,THIRD PARTY,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,59,27,No
USE OF OTHER PLATFORMS,PRODUCT USE,THIRD PARTY,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,58,27,No
PRODUCT USE,PRODUCT USE,THIRD PARTY,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,57,27,No
PHOTOGRAPH FROM PROFILE,PERSONAL DATA,THIRD PARTY,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,54,27,No
NON-PERSONAL DATA,NON-PERSONAL DATA,THIRD PARTY,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,52,27,No
NETWORK INFORMATION,DEVICE INFO,THIRD PARTY,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,51,27,No
NEARBY LOCATIONS AND PEOPLE,LOCATION FROM DEVICE,THIRD PARTY,THIRD PARTY,,APPLE,FACEBOOK,GOOGLE,"APPLE,FACEBOOK,GOOGLE",GOOGLE,50,27,No
NAME,PERSONAL DATA,THIRD PARTY,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,49,27,No
LOCATION HISTORY,LOCATION FROM DEVICE,THIRD PARTY,THIRD PARTY,AMAZON,,FACEBOOK,GOOGLE,"AMAZON,FACEBOOK,GOOGLE",GOOGLE,47,27,No
IP ADDRESS,DEVICE INFO,THIRD PARTY,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,46,27,No
DRIVER'S LICENSE NUMBER,PERSONAL DATA,THIRD PARTY,THIRD PARTY,AMAZON,APPLE,,GOOGLE,"AMAZON,APPLE,GOOGLE",,43,27,
DEVICE SIGNALS,DEVICE SIGNALS,THIRD PARTY,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,42,27,No
DEVICE SETTINGS,DEVICE INFO,THIRD PARTY,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,41,27,No
DEVICE INFORMATION,DEVICE INFO,THIRD PARTY,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,40,27,No
DEVICE IDENTIFIERS,DEVICE INFO,THIRD PARTY,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,39,27,No
DEMOGRAPHICS,NON-PERSONAL DATA,THIRD PARTY,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,38,27,No
DATE OF BIRTH,PERSONAL DATA,THIRD PARTY,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,37,27,No
CURRENT LOCATION,LOCATION FROM DEVICE,THIRD PARTY,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,36,27,No
CONTACTS' INFORMATION,PERSONAL DATA,THIRD PARTY,THIRD PARTY,,APPLE,FACEBOOK,GOOGLE,"APPLE,FACEBOOK,GOOGLE",GOOGLE,34,27,Partial
CAMERA INFORMATION,DEVICE INFO,THIRD PARTY,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,33,27,No
CALL/MESSAGE METADATA,BEHAVIOR ON DEVICE,THIRD PARTY,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,32,27,
BEHAVIOR ON DEVICES,BEHAVIOR ON DEVICE,THIRD PARTY,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,30,27,No
APP INFORMATION,BEHAVIOR ON DEVICE,THIRD PARTY,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,29,27,No
ACCOUNT INFORMATION,PERSONAL DATA,THIRD PARTY,THIRD PARTY,AMAZON,APPLE,FACEBOOK,GOOGLE,"AMAZON,APPLE,FACEBOOK,GOOGLE",GOOGLE,28,27,No
